bookID,average_rating,ratings_count,summary
3839,3.71,102,"A self-proclaimed knightSeñor Quexada has read so many books about knights in shining armor that he thinks he is one. He gives himself a name more fitting for a knight -- Don Quixote -- and sets off one evening with his squire. At dawn they come across what Don Quixote recognizes as an army of monstrous giants. ""Master!"" cries Sancho Panza. ""They are only windmills!"" But Don Quixote knows what he has to do . . . Don Quixote is the creation of the Spanish writer Miguel de Cervantes Saavedra. Eric A. Kimmel skillfully and cleverly crystallizes the character, and with his powerful line and vibrant color Leonard Everett Fisher completes the funny, loving portrait."
3877,4.1,895,"CLASSIC SHORT STORIES FROM THE MASTER OF AMERICAN FICTION  First published in 1927, Men Without Women represents some of Hemingway's most important and compelling early writing. In these fourteen stories, Hemingway begins to examine the themes that would occupy his later works: the casualties of war, the often uneasy relationship between men and women, sport and sportsmanship. In ""Banal Story,"" Hemingway offers a lasting tribute to the famed matador Maera. ""In Another Country"" tells of an Italian major recovering from war wounds as he mourns the untimely death of his wife. ""The Killers"" is the hard-edged story about two Chicago gunmen and their potential victim. Nick Adams makes an appearance in ""Ten Indians,"" in which he is presumably betrayed by his Indian girlfriend, Prudence. And ""Hills Like White Elephants"" is a young couple's subtle, heartwrenching discussion of abortion. Pared down, gritty, and subtly expressive, these stories show the young Hemingway emerging as America's finest short story writer."
3879,0.0,0,
3881,3.55,619,"Biggest Loser Cookbook Provides More Than 125 Healthy, Delicious Recipes From The Biggest Loser Experts and Cast--As Seen On NBC's Hit Show!By Chef Devin Alexander and The Biggest Loser Experts and Cast with Karen Kaplan and a Foreword by Bob Harper and Kim LyonsBuilding on the groundbreaking success of The Biggest Loser brand, this sequel to last year's best-selling book is sure to be a hit!The Biggest Loser Cookbook offers:- 125 recipes from The Biggest Loser cast, trainers, and fans- motivational before-and-after photographs of the cast- 50 beautiful 4-color food shots- dozens of trainer tips from The Biggest Loser trainers- inspiring stories of how the cast members did it- at-a-glance guides to The Biggest Loser Diet and The Biggest Loser Exercise planArmed with this arsenal of nutritional information and training tips, readers will be inspired to achieve the dramatic weight loss transformations that have amazed TV fans around the country."
3895,3.99,37460,"For more than twenty years, Barefoot Contessa, the acclaimed specialty food store, has been cooking and baking extraordinary dishes for enthusiastic customers in the Hamptons. For many of those years, people have tried to get the exuberant owner, Ina Garten, to share the secrets of her store. Finally, the energy and style that make Barefoot Contessa such a special place are shown here, with dozens of recipes and more than 160 breathtaking photographs, in The Barefoot Contessa Cookbook. Ina's most popular recipes use familiar ingredients, but they taste even better than you would expect. Her Pan-Fried Onion Dip is the real thing, with slowly car-amelized onions and fresh sour cream. Tomato soup is created from oven-roasted tomatoes and fresh basil to intensify the flavors. Meat loaf is as good as your grandmother's, but it's healthier because it's made with ground turkey and fresh herbs. The light and flaky Maple-Oatmeal Scones are baked with rolled oats, whole wheat, and real maple syrup. Now these and other famous Barefoot Contessa recipes can be prepared at home. Ina says that before she owned a specialty food store she often spent a week making dinner for six friends. Her experience at Barefoot Contessa has given her hundreds of ideas for creating wonderful parties in a few hours. And they're all in this book. Crab Cakes with Rémoulade Sauce can be stored overnight in the refrigerator and sautéed just before the guests arrive. Cheddar Corn Chowder can be made days ahead, reheated, and served with a salad and bread for a delicious autumn lunch. The ingredients for Grilled Salmon Salad can all be prepared ahead and tossed together before serving. The batter for the Raspberry Corn Muffins can be mixed a day before and popped into the oven just before breakfast. Ina Garten teaches us how to entertain with style, simplicity, and a relaxed sense of fun. There are notes throughout the book for giving cocktail parties, lunches, and dinner parties where everything is done before the guests arrive. And there are easy instructions for creating gorgeous party platters that don't even require you to cook! With Ina Garten and The Barefoot Contessa Cookbook, you have the perfect recipe for hosting parties that are easy and fun for everyone--including the cook."
3936,4.4,235,
3991,4.0,2,"Great Discoveries & Amazing Adventures looks at the moment of discovery and the deeper stories behind some of the world's most astonishing finds. Archaeologists, explorers, naturalists, and even ordinary people have all made discoveries that have caused the world to marvel and have advanced our knowledge in an important way. Great Discoveries & Amazing Adventures tells these stories and examines the influences they had on the course of history.Great Discoveries & Amazing Adventures contains stunning photography and digital illustrations that give absorbing insight into the stories of excitement and discovery."
3993,4.0,1,
3998,3.6,5,
4002,3.0,1,"Dr. Mark Duplantis uses a unique approach to answer this question in his insightful book. Taking you to King Solomon's prayer of dedication for the temple in 2 Chronicles 6, he identifies the significant principles it provides for the structure of the church.After noting Solomon's humility and surrender before God, The Constitution for the House of God examines several tenets that form God's plan for the church. It is to: •Keep covenant and show mercy, kindness, and God's anointing. •Teach the Word, use righteous judgment, and protect unity. •Display the names of God and practice the truth that God is not limited. •Minister forgiveness and reconciliation, salvation and healing. •Confirm generational promises coming to pass. •Experience revival on three levels. •Be at war with the enemy. •Be the habitation of God, receiving showers of blessings.Open your heart and receive this fervent exhortation for your church to seek the heart of God and become a house of purity, power, and praise, which is government in action. (Matt. 21:10-14)."
4111,3.78,27,"In this incisive commentary Dr Sales presents Stoppard as a supremely professional man of the theatre. His plays may be examples of 'postmodernism' and touch on deep issues, but they also possess a mischievous genius for parody and camp humour. Dr Sales provides a richly detailed analysis of Rosencrantz, showing it to be a very considerable work indeed."
4153,4.0,10,"For Los Angeles Lakers fans, one championship was good; two was better; now three makes a dynasty.Celebrate the Lakers' third consecutive NBA Championship in this new hardcover commemorative book from The Sporting News and the NBA--Dynasty!!! The book follows the team from the beginning of the season to the final buzzer of the 2002 NBA Finals. This is your all-access pass into the Lakers' locker room, with unprecedented behind-the-scenes photos of all your favorite Lakers players--Shaq, Kobe, and the rest.Special chapters include the Lakers' come-from-behind Western Conference victory over the Sacramento Kings; the brilliance of coach Phil Jackson; and a look at this team's place among the NBA's all-time dynasties.Dynasty!!! is a keepsake book for a memorable season!"
4155,4.0,4118,"Este libro de pensamiento provocador te lleva hasta la mente del hombre pensador de este entrenador a medida que construye uno de los mejores equipos de todos los tiempos y afronta el inevitable ciclo del cambio, incluyendo el retorno triunfante de Jordan al baloncesto. Canastas sagradas no es sÃ³lo para los aficionados al deporte, sino para cualquiera que estÃ© interesado en el potencial del espÃ­ritu humano."
4189,0.0,0,"We've all heard the stories of what happens to those who go to lovers' lane and of the folly of flashing your lights at another car at night. We all know someone who knows someone that survived a meeting with Bloody Mary and another who picked up a hitchhiker that then disappeared. And we all know these stories aren't true. They're just urban legends. Right?Wrong.Sometimes the stories we hear are true. Often they're more than they seem. These are the urban legends with alien explanations and the alien encounters mistaken for urban legends. The line between one and the other is so blurred in this anthology of stories about Close Encounters of the Urban Kind that you will never look another urban legend the same way again.Featuring stories by Alma Alexander, Nathan Crowder, Carole Johnstone, Pete Kempshall, Jennifer Pelland, Erik Scott de Bie, Bev Vincent, and many others."
4201,3.74,39,
4212,4.25,4,
4222,3.73,629955,"En los hielos eternos del Ártico duerme el más fascinante descubrimiento de la historia de la humanidad... y también un intrigante juego de mentiras y engaños. Descubrir la verdad puede exigir un precio demasiado alto.La analista de inteligencia Rachel Sexton y el oceanógrafo Michael Tolland forman parte del equipo de expertos enviados por la Casa Blanca a un remoto lugar del Ártico, con la misión de autentificar el fabuloso hallazgo que ha realizado la NASA. Un descubrimiento que cambiará el curso de la historia y, de paso, asegurará al presidente su reelección. Sin embargo, una vez allí descubren indicios de que se enfrentan a un fraude científico de proporciones gigantescas. Aislados en el entorno más hostil del planeta, perseguidos por unos implacables asesinos equipados con los últimos adelantos tecnológicos, lucharán por salvar la vida y averiguar la verdad. Mientras tanto, en los pasillos de Washington se libra otra oscura batalla, un juego de traiciones y mentiras donde nadie es lo que parece."
4244,4.06,149,
4264,3.74,38065,"In America, it is soccer. But in Great Britain, it is the real football. No pads, no prayers, no prisoners. And that's before the players even take the field.Nick Hornby has been a football fan since the moment he was conceived. Call it predestiny. Or call it preschool. Fever Pitch is his tribute to a lifelong obsession. Part autobiography, part comedy, part incisive analysis of insanity, Hornby's award-winning memoir captures the fever pitch of fandom — its agony and ecstasy, its community, its defining role in thousands of young mens' coming-of-age stories. Fever Pitch is one for the home team. But above all, it is one for everyone who knows what it really means to have a losing season."
4285,4.01,606837,"Cal Stephanides decide contar su historia, revelar su secreto. Porque Cal, como Tiresias, ha vivido como mujer y como hombre. Todo comienza en 1922, cuando los abuelos de Cal huyen tras la guerra. Se instalan en América, en casa de su prima Lina y su marido. Las dos parejas tendrán a sus hijos casi al mismo tiempo, y estos hijos, en un juego de consanguinidades, se casarán y serán los padres de Cal. Que cuando nace es Calliope, y parece destinada a encarnar la leyenda sobre esas niñas que cuando llegaban a una cierta edad se transformaban en hombres. Y así comienza la esperadísima segunda novela de Jeffrey Eugenides, un caleidoscopio de historias que abarca ocho décadas en la historia de una familia. Es uno de los intentos más ambiciosos y logrados de escribir ese oscuro objeto del deseo literario, la Gran Novela Americana. En esta ocasión, con magníficos ecos homéricos."
4345,4.21,17696,"A 25th anniversary commemorative edition of Michael Herr's text on the Vietnam war. The author went to Vietnam in 1967 as correspondent for ""Esquire"" and writes in this book about how it was to fight in, and to survive, that war."
4421,2.82,28,
4471,4.42,4817,"Sherlock Holmes is the most famous detective ever imagined in fiction. He is so widely loved that it seems no detective stories existed before his character was created. One reason people like to read detective stories is because in real life crimes can go unsolved and unpunished. A crime causes disorder. A detective's job is to solve the crime so our social relationships can be put back in order. The heroes of detective stories show how even very puzzling crimes can be explained. This helps us believe that justice is still possible.Sometimes Holmes solves mysteries that do not involve a crime. But in any case, his techniques are the same. First, he makes keen observations. He looks very closely at what the details of a person's appearance reveal. Second he is strictly logical. He always finds as many facts about a case as he can before he starts thinking about a theory that would fit them together. Third, he is ready to use disguises and a little trickery to find clues.(back cover)The speckled band --	The red-headed league --	The adventure of the engineer's thumb --	The adventure of the blue carbuncle --	The adventure of the copper beeches."
4476,4.23,296761,"Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friend's mother. Owen doesn't believe in accidents; he believes he is God's instrument. What happens to Owen after that 1953 foul is both extraordinary and terrifying. At moments a comic, self-deluded victim, but in the end the principal, tragic actor in a divine plan, Owen Meany is the most heartbreaking hero John Irving has yet created."
4545,3.8,5,
4556,0.0,0,
4573,3.0,2,
4576,0.0,0,
4592,3.88,17,"Gene regulatory networks are the most complex, extensive control systems found in nature. The interaction between biology and evolution has been the subject of great interest in recent years. The author, Eric Davidson, has been instrumental in elucidating this relationship. He is a world renowned scientist and a major contributor to the field of developmental biology.The Regulatory Genome beautifully explains the control of animal development in terms of structure/function relations of inherited regulatory DNA sequence, and the emergent properties of the gene regulatory networks composed of these sequences. New insights into the mechanisms of body plan evolution are derived from considerations of the consequences of change in developmental gene regulatory networks. Examples of crucial evidence underscore each major concept. The clear writing style explains regulatory causality without requiring a sophisticated background in descriptive developmental biology. This unique text supersedes anything currently available in the market."
4593,3.83,81,"As more species' genomes are sequenced, computational analysis of these data has become increasingly important. The second, entirely updated edition of this widely praised textbook provides a comprehensive and critical examination of the computational methods needed for analyzing DNA, RNA, and protein data, as well as genomes. The book has been rewritten to make it more accessible to a wider audience, including advanced undergraduate and graduate students. New features include chapter guides and explanatory information panels and glossary terms. New chapters in this second edition cover statistical analysis of sequence alignments, computer programming for bioinformatics, and data management and mining. Practically oriented problems at the ends of chapters enhance the value of the book as a teaching resource. The book also serves as an essential reference for professionals in molecular biology, pharmaceutical, and genome laboratories."
4617,4.22,1857,"10 Hours 6 Minutes on nine CDs. Recipient of the MacArthur genius fellowship and founder of the National Yiddish Book Center, Lansky recounts his efforts to rescue the worlds abandoned Yiddish-language books before they pass out of existence. Outwitting History follows Lanskys far-flung travels and features the engaging men and women he meets along the way.Lanskys account of salvaging books is both hilarious and moving, filled with Jewish humor ... and touching accounts of what were once thriving Jewish communities in Europe. Publishers Weekly, starred review"
4647,3.93,165,"'San Sombrero' is the hilarious new follow-up to the bestselling 'Jetlag Travel Guides' to Molvania and Phaic Tan. From the frenetic nightlife of Cucharacha City to the guaranteed solitude of the beaches in sea snake season, there's simply so much to see and do in this tropical jewel."
4673,3.91,659,"Kathleen Parkinson places this brilliant and bitter satire on the moral failure of the jazz age firmly in the context of F. Scott Fitzgerald's life and times. She explores the intricate patterns of the novel, its chronology, locations, imagery and use of colour, and how these contribute to a seamless interplay of social comedy and symbolic landscape. She devotes a perceptive chapter to F. Scott Fitzgerald's controversial portrayal of women and goes on to discuss how the central characters, Gatsby and Nick Carraway, embody and confront the dualism inherent in the American Dream. "
4701,3.48,33790,"George Hall is an unobtrusive man. A little distant, perhaps, a little cautious, not at quite at ease with the emotional demands of fatherhood, or manly bonhomie. He does not understand the modern obsession with talking about everything. “The secret of contentment, George felt, lay in ignoring many things completely.” Some things in life, however, cannot be ignored.At 61, George is settling down to a comfortable retirement, building a shed in his garden, reading historical novels and listening to a bit of light jazz. Then his tempestuous daughter, Katie, announces that she is getting re-married, to the deeply inappropriate Ray. Her family is not pleased – as her brother Jamie observes, Ray has “strangler’s hands.” Katie can’t decide if she loves Ray, or loves the wonderful way he has with her son Jacob, and her mother Jean is a bit put out by all the planning and arguing the wedding has occasioned, which get in the way of her quite fulfilling late-life affair with one of her husband’s ex-colleagues. And the tidy and pleasant life Jamie has created crumbles when he fails to invite his lover, Tony, to the dreaded nuptials. Unnoticed in the uproar, George discovers a sinister lesion on his hip, and quietly begins to lose his mind. The way these damaged people fall apart – and come together – as a family is the true subject of Haddon’s disturbing yet amusing portrait of a dignified man trying to go insane politely.A SPOT OF BOTHER is Mark Haddon’s unforgettable follow-up to the internationally beloved bestseller THE CURIOUS INCIDENT OF THE DOG IN THE NIGHT-TIME. Here the madness – literally – of family life proves rich comic fodder for Haddon’s crackling prose and bittersweet insights into misdirected love."
4707,3.89,1298572,"El curioso incidente del perro a medianoche es una novela que no se parece a ninguna otra. Elogiada con entusiasmo por autores consagrados como Oliver Sacks e Ian McEwan, ha merecido la aprobación masiva de los lectores en todos los países donde se ha publicado, además de galardones como el Premio Whitbread y el Premio Commmonwelath al Mejor Primer Libro. Su protagonista, Christopher Boone, es uno de los más originales que han surgido en el panorama de la narrativa internacional en los últimos años, y está destinado a convertirse en un héroe literario universal de la talla de Oliver Twist y Holden Caulfield.A sus quince años, Christopher conoce las capitales de todos los países del mundo, puede explicar la teoría de la relatividad y recitar los números primos hasta el 7.507, pero le cuesta relacionarse con otros seres humanos. Le gustan las listas, los esquemas y la verdad, pero odia el amarillo, el marrón y el contacto físico. Si bien nunca ha ido solo más allá de la tienda de la esquina, la noche que el perro de una vecina aparece atravesado por un horcón, Christopher decide iniciar la búsqueda del culpable. Emulando a su admirado Sherlock Holmes -el modelo de detective obsesionado con el análisis de los hechos-, sus pesquisas lo llevarán a cuestionar el sentido común de los adultos que lo rodean y a desvelar algunos secretos familiares que pondrán patas arriba su ordenado y seguro mundo."
4727,3.98,3226,"Première partie : Dans le jardin des oliviers, un homme attend que les soldats viennent l'arrêter pour le conduire au supplice. Quelle puissance surnaturelle a fait de lui, fils de menuisier, un agitateur, un faiseur de miracles prêchant l'amour et le pardon ? Deuxième partie: Trois jours plus tard, au matin de la Pâque, Pilate dirige la plus extravagante des enquêtes policières. Un cadavre a disparu et est réapparu vivant ! Y a-t-il un mystère Jésus ou simplement une affaire Jésus ? A mesure que Sherlock Pilate avance dans son enquête, le doute s'insinue dans son esprit. Et avec le doute, l'idée de foi. L'Evangile selon Pilate a reçu le Grand Prix des lectrices de Elle 2001."
4731,4.0,1512,"Nobel Prize-winning author Abel Znorko lives as a recluse on a remote island in the Norwegian Seas. For fifteen years, his one friend and soulmate has been Helen, from whom he has been physically separated for the majority of their affair. Journalist Erik Larsen arrives to interview Znorko about his latest book, which is, in fact, a transcript of correspondence between the author and Helen. As Larsen seeks to unmask the identity of Helen, Znorko becomes infuriated. Evasions and lies twist into increasingly complex puzzles. Is Larsen really a journalist? Is it possible that both Znorko and Larsen love the same woman? Is Helen still alive? Slowly the barriers between the two men begin to fall as the profound mysteries of intimacy rise in their place."
4832,3.98,110154,"Before Salman Rushdie had that problem with a certain religious-political figure with a serious need to chill out, he'd already shown he was an important literary force. Quite simply, Midnight's Children is amazing--fun, beautiful, erudite, both fairy tale and political narrative told through a supernatural narrator who is caught between different worlds. Though it's a big book, with big themes of India's nationhood and of ethnic and personal identity, it's far from a dry history lesson. Rushdie tells the story in his own brand of magical realism, with a prose of lyrical, transcendent goofiness."
4918,4.12,575772,"Dolorosa y a la vez esplendorosa biografía, en donde su autor -ganador del Pulitzer por este impactante libro- se remonta a Limerick, un pueblo de Irlanda sumido en la pobreza. De allí, a la América durante la Gran Depresión, y el choque entre las realidades y sus fallidas promesas. La única esperanza de Ángela está en la educación de sus cinco hijos, Frank McCourt entre ellos."
4936,4.32,269603,"Dostoevsky's last and greatest novel, The Karamazov Brothers (1880), is both a brilliantly told crime story and a passionate philosophical debate. The dissolute landowner Fyodor Pavlovich Karamazov is murdered; his sons - the atheist intellectual Ivan, the hot-blooded Dmitry, and the saintly novice Alyosha - are all at some level involved. Bound up with this intense family drama is Dostoevsky's exploration of many deeply felt ideas about the existence of God, the question of human freedom, the collective nature of guilt, the disastrous consequences of rationalism. The novel is also richly comic: the Russian Orthodox Church, the legal system, and even the author's most cherished causes and beliefs are presented with a note of irreverence, so that orthodoxy and radicalism, sanity and madness, love and hatred, right and wrong are no longer mutually exclusive. Rebecca West considered it 'the allegory for the world's maturity', but with children to the fore. This new translation does full justice to Dostoevsky's genius, particularly in the use of the spoken word, which ranges over every mode of human expression."
4954,3.63,28173,
4964,4.5,4,This delightful book with its playful rhymed text and dynamic pictures takes every child's favorite theme of How much do you love me? and answers it with rollicking good humor
4978,4.16,170181,"Roland and his tet have just returned to the path of the Beam when they discover that they are being followed by a group of inexperienced trackers. The trackers are from the town of Calla Bryn Sturgis, and they desperately need the help of gunslingers. Once every generation, a band of masked riders known as the Wolves gallop out of the dark land of Thunderclap to steal one half of all the twins born in the Callas. When the children are returned, they are roont, or mentally and physically ruined. In less than a month, the Wolves will raid again. In exchange for Roland’s aid, Father Callahan—a priest originally from our world—offers to give Roland a powerful but evil seeing sphere, a sinister globe called Black Thirteen which he has hidden below the floorboards of his church. Not only must Roland and his tet discover a way to defeat the invincible Wolves, but they must also return to New York so that they can save our world’s incarnation of the Dark Tower from the machinations of the evil Sombra Corporation."
5002,3.56,66,"Lady Elizabeth Keaton used her keen wits and firm resolve, as well as her immense Irish wolfhound Boru, to avoid a match with her odious cousin. But her unusual behavior brought her to the attention of Charles Earnshaw, Duke of Braxton, who thought she was interested in his brother Teddy. Fortunately, Teddy could see where the real match ought to be ... ""A merry Regency romp"" Affaire de Coeur; ""Five-Star Humor"" All About Romance."
5021,4.53,17,"Once found only on college radio and small clubs, indie rock has exploded from the underground phenomenon its name suggests to a major rock genre with arena concerts and major label successesfrom the Flaming Lips and Fastbacks to Bright Eyes and Modest Mouse. Through this radical evolution of the past decade, photographer Peter Ellenby has captured the bands and musicians that make up this vibrant scene. An impromptu shooter with a fan's eye, Ellenby uses an array of camerassome of the plastic toy varietythat reveal the energy and street ethic that these bands live and work by. Hundreds of pictures create a document of a vital music scene that has sent some to superstardom and defined a generation. Comes with a 21-track CD with music by Death Cab for Cutie, American Music Club, The Wedding Present, and other bands that created this groundbreaking phenomenon."
5048,4.14,89727,"
Edge of Eternity is the sweeping, passionate conclusion to Ken Follett’s extraordinary historical epic, The Century Trilogy.
 Throughout these books, Follett has followed the fortunes of five intertwined families – American, German, Russian, English, and Welsh – as they make their way through the twentieth century. Now they come to one of the most tumultuous eras of all: the enormous social, political, and economic turmoil of the 1960s through the 1980s, from civil rights, assassinations, mass political movements and Vietnam to the Berlin Wall, the Cuban Missile Crisis, presidential impeachment, revolution – and rock and roll.East German teacher Rebecca Hoffman discovers she’s been spied on by the Stasi for years and commits an impulsive act that will affect her family for the rest of their lives.…George Jakes, the child of a mixed-race couple, bypasses a corporate law career to join Robert F. Kennedy’s Justice Department, and finds himself in the middle not only of the seminal events of the civil rights battle, but a much more personal battle of his own.…Cameron Dewar, the grandson of a senator, jumps at the chance to do some official and unofficial espionage for a cause he believes in, only to discover that the world is a much more dangerous place than he’d imagined.…Dimka Dvorkin, a young aide to Nikita Khrushchev, becomes a prime agent both for good and for ill as the United States and the Soviet Union race to the brink of nuclear war, while his twin sister, Tania, carves out a role that will take her from Moscow to Cuba to Prague to Warsaw – and into history.As always with Follett, the historical background is brilliantly researched and rendered, the action fast-moving, the characters rich in nuance and emotion. With the hand of a master, he brings us into a world we thought we knew but now will never seem the same again."
5051,4.09,39423,"An alternate cover edition for this ISBN can be found here.By the 1860s, the Pilasters are one of the world's greatest banking families, with connections that reach from the City of London to far-afield colonies. However, as the family grow ever richer in the shadow of oppression and tragedy, their very future is threatened – by the self-same ambition and greed that first earned them their fortune."
5076,3.64,11,"The Successful Physician: A Productivity Handbook for Practitioners will enable you to streamline, modernize, and improve your practice -- using practical, proven, common-sense methods any physician can apply. Filled with easy-to-follow, easy-to-implement suggestions, this book is written for the practicing physician by a practicing physician. Three major sections show you how to improve your use of the three major tools -- your time, knowledge, and relationship management. By investing a small amount of time and effort into upgrading the use of any one of the tools, you'll free up additional resources to re-invest in further efficiency and productivity-- resulting in greater personal satisfaction and less risk, hassle, and frustration."
5081,4.0,1,"Built around introductory courses that orient new PA students to the profession, this comprehensive, up-to-date book traces the origins of physician assisting in the United States and other countries, examining education, career opportunities, and future trends. The 2nd Edition reflects the many changes that have taken place recently in health care and physician assistant programs, curriculum, and the profession. It draws on over 750 published papers related to PAs and other health providers, offering an in-depth exploration of the PA role in primary care, inpatient services, and specialized care, as well as the legal basis of PA deployment and the economics of their utilization.Extensive documented research refers to hundreds of published papers, books, and other media sources on PA education and on the profession, listed in the comprehensive reference section at the end of the book.The authors are well-known, respected experts who are highly regarded in the field.All essential info for the required introductory PA course is covered in one text, which is helpful to both students and instructors.Material has been expanded to cover 14 chapters, with new chapters devoted to Physician Assistant Organizations and Federal Employees, and expanded coverage of important topics in other chapters.All material in tables, figures, and the text itself has been revised and updated based on the most recent research to reflect the many changes in the health care and physician assistant fields since the first edition was published.New issues are addressed that have come out of major changes in the American health care system, incorporating discussions of the latest information and the most current data on the PA profession and PA education.Approximately 25 new illustrations have been added to this edition, covering new material or illustrating concepts that were previously presented only in text discussions."
5119,3.61,18,"This may be the first generation that recognizes living alone as a legitimate choice rather than a declaration of defeat. Twenty-five million people live alone in this country, approximately one-quarter of all U.S. households, and the U.S. Census Bureau predicts that their numbers will continue to grow.Accomplished photographer Adrienne Salinger has put a face on this phenomenon. Her latest book, ""Living Solo,"" is a collection of vibrant photographs profiling fifty people who, like her, have chosen to fly solo. Each photograph is accompanied by excerpts from Adrienne's interviews with these people, who candidly share their intimate views on a variety of topics: their homes, their work, their romantic lives, their families, past troubles or triumphs, and living alone itself.""Living Solo"" captures the unique lifestyles of people who live by themselves. It introduces us to people and stories that we might never hear about accidentally or investigate intentionally and in so doing shows us the universal in the unique. Finally, we realize that this ever-growing segment within our society is as richly varied as our society as a whole."
5122,3.81,2972466,"Holden narrates the story of a couple of days in his sixteen-year-old life, just after he's been expelled from prep school."
5141,3.77,817219,"El lado profundo, oscuro y diabólico de la vida en las oficinas del gran imperio que es el mundo de la moda.La insistente voz de Miranda Priestly persigue a Andrea hasta en sueños: «¿An-dre-aaa?, ¡An-dre-aaa!». ¿Es este el trabajo con el que soñaba al salir de la universidad? ¿Es este el trabajo por el cual tiene que estar agradecida y sentirse tan afortunada? Sí, es la nueva asistente personal de Miranda, la legendaria editora de la revista femenina más glamourosa de Nueva York. Ella dicta la moda en el mundo entero. Millones de lectoras siguen fielmente sus recomendaciones; sus empleados y colaboradores la consideran un genio; los grandes creadores la temen. Todos, sin excepción, la veneran. Todos, menos Andrea, que no se deja engañar por este escaparate de diseño y frivolidad tras el que se agazapa un diablo que viste un traje de chaqueta de Prada (exclusivo, por supuesto), calza unos Manolo Blahnik y siempre luce un pañuelo blanco de Hermès. Una novela hilarante que da un nuevo sentido a esas quejas que a veces circulan sobre un «jefe que es el diablo en persona». Narrada por la voz fresca, joven, inteligente y rebelde de Andrea, El diablo viste de Prada nos descubre el lado profundo, oscuro y diabólico de la vida en las oficinas del gran imperio que es el mundo de la moda. «El encuentro entre Tess, de Armas de mujer, y Cruella de Ville.» Newsday «Weisberger ha escrito una divertidísima novela a la altura del Diario de Bridget Jones.» Publishers Weekly"
5142,3.77,817219,"It's a killer title: The Devil Wears Prada. And it's killer material: author Lauren Weisberger did a stint as assistant to Anna Wintour, the all-powerful editor of Vogue magazine. Now she's written a book, and this is its theme: narrator Andrea Sachs goes to work for Miranda Priestly, the all-powerful editor of Runway magazine. Turns out Miranda is quite the bossyboots. That's pretty much the extent of the novel, but it's plenty. Miranda's behavior is so insanely over-the-top that it's a gas to see what she'll do next, and to try to guess which incidents were culled from the real-life antics of the woman who's been called Anna ""Nuclear"" Wintour. For instance, when Miranda goes to Paris for the collections, Andrea receives a call back at the New York office (where, incidentally, she's not allowed to leave her desk to eat or go to the bathroom, lest her boss should call). Miranda bellows over the line: ""I am standing in the pouring rain on the rue de Rivoli and my driver has vanished. Vanished! Find him immediately!""  This kind of thing is delicious fun to read about, though not as well written as its obvious antecedent, The Nanny Diaries. And therein lies the essential problem of the book. Andrea's goal in life is to work for The New Yorker--she's only sticking it out with Miranda for a job recommendation. But author Weisberger is such an inept, ungrammatical writer, you're positively rooting for her fictional alter ego not to get anywhere near The New Yorker. Still, Weisberger has certainly one-upped Me Times Three author Alix Witchel, whose magazine-world novel never gave us the inside dope that was the book's whole raison d' etre. For the most part, The Devil Wears Prada focuses on the outrageous Miranda Priestly, and she's an irresistible spectacle. --Claire Dederer"
5147,4.17,36,"On publication Arundhati Roy's first novel The God of Small Things (1997) rapidly became an international bestseller, winning the Booker Prize and creating a new space for Indian literature and culture within the arts, even as it courted controversy and divided critical opinion.This guide to Roy's ground-breaking novel offers:an accessible introduction to the text and contexts of The God of Small Things a critical history, surveying the many interpretations of the text from publication to the present a selection of new essays and reprinted critical essays by Padmini Mongia, Aijaz Ahmad, Brinda Bose, Anna Clarke, �milienne Baneth-Nouailhetas and Alex Tickell on The God of Small Things, providing a range of perspectives on the novel and extending the coverage of key critical approaches identified in the survey section cross-references between sections of the guide, in order to suggest links between texts, contexts and criticism suggestions for further reading.Part of the Routledge Guides to Literature series, this volume is essential reading for all those beginning detailed study of The God of Small Things and seeking not only a guide to the novel, but a way through the wealth of contextual and critical material that surrounds Roy's text."
5161,3.87,117591,"Few first novels receive the kind of attention and acclaim showered on this powerful story—a nationwide bestseller, a critical success, and the first title chosen for Oprah's Book Club. Both highly suspenseful and deeply moving, The Deep End of the Ocean imagines every mother's worst nightmare—the disappearance of a child—as it explores a family's struggle to endure, even against extraordinary odds. Filled with compassion, humor, and brilliant observations about the texture of real life, here is a story of rare power, one that will touch readers' hearts and make them celebrate the emotions that make us all one."
5230,4.19,296934,
5252,3.43,118336,"""Ethan Frome"" is considered by many to be one of Edith Wharton's greatest literary accomplishments. Set in rural New England, ""Ethan Frome"" is the story of its title character who marries Zenobia, a nagging hypochondriac of a woman, and finds himself trapped in an unfulfilling life. When Zenobia's young cousin Mattie Silver comes to live with them, Frome falls in love with her. Ethan Frome is the story of forbidden love and its tragic consequences."
5289,4.48,14185,"In print since 1948, this is a single-volume collection of Oscar Wilde's texts. It contains his only novel, The Portrait of Dorian Gray as well as his plays, stories, poems, essays and letters. Illustrated with many photographs, the book includes introductions to each section by Wilde's grandon, Merlin Holoand, Owen Dudley Edwards, Declan Kibertd and Terence Brown. A comprehensive bibliography of works by and about Oscar Wilde together with a chronological table of his life and work are also included."
